vomit,blood,y,x,street,lat,urine,eventdate,humanfouling,long
 NO,NO,180585,530363,JOHN ADAM STREET,51.509182,Yes,27/08/2013,NO,-0.1229144
 NO,NO,181641,524836,LEAMINGTON ROAD 
VILLAS,51.519913,NO,27/08/2013,Yes,-0.2021401 Yes,NO,180729,529810,LEICESTER 
SQUARE,51.510597,NO,27/08/2013,NO,-0.1308323 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,27/08/2013,Yes,-0.1221933
 NO,NO,181164,525813,QUEENSWAY,51.515408,Yes,27/08/2013,NO,-0.1882362
 NO,NO,181041,528551,SOUTH MOLTON LANE,51.513687,NO,27/08/2013,Yes,-0.1488435
 NO,NO,181125,529541,ST ANNE'S COURT,51.514217,NO,27/08/2013,Yes,-0.1345536
 NO,NO,180701,530481,CARTING LANE,51.510193,NO,10/01/2013,Yes,-0.1211743
 Yes,NO,181131,527465,CONNAUGHT SQUARE,51.514744,NO,10/01/2013,NO,-0.1644529
 Yes,NO,182367,524415,HARROW ROAD,51.52653,NO,10/01/2013,NO,-0.2079486
 Yes,NO,181336,528994,REGENT STREET,51.516247,NO,10/01/2013,NO,-0.1423526
 Yes,NO,179537,529153,BUCKINGHAM GATE,51.500042,NO,07/01/2013,NO,-0.1407178
 NO,NO,180394,529481,DUKE OF YORK STREET,51.50766,NO,07/01/2013,Yes,-0.1356861
 Yes,NO,180765,530073,GOODWIN'S COURT,51.51086,NO,07/01/2013,Yes,-0.1270238
 NO,NO,180980,528113,RED PLACE,51.51324,NO,07/01/2013,Yes,-0.1551742
 Yes,NO,180575,529637,ST ALBAN'S STREET,51.50925,NO,07/01/2013,NO,-0.133373
 Yes,NO,181867,526975,BROADLEY STREET,51.52147,NO,23/07/2013,NO,-0.1712456
 NO,NO,178750,528546,ELIZABETH STREET,51.493107,Yes,23/07/2013,NO,-0.149751
 NO,NO,180295,530405,VICTORIA EMBANKMENT,51.50656,NO,23/07/2013,Yes,-0.1224161
 NO,NO,181156,525331,BOTTS MEWS,51.515446,NO,13/05/2013,Yes,-0.1951818
 NO,NO,180745,529978,CECIL COURT,51.5107,NO,13/05/2013,Yes,-0.1283994
 NO,NO,181676,527481,HARCOURT STREET,51.519638,NO,13/05/2013,Yes,-0.1640254
 NO,NO,178259,529210,CAMBRIDGE STREET,51.488537,NO,07/05/2013,Yes,-0.1403703
 NO,NO,180297,530065,CRAIG'S COURT,51.506664,Yes,07/05/2013,NO,-0.12731
 NO,NO,181080,530459,CROWN COURT,51.513603,Yes,07/05/2013,NO,-0.1213481
 NO,NO,181046,529446,INGESTRE PLACE,51.51353,Yes,07/05/2013,NO,-0.1359509
 NO,NO,180585,530363,JOHN ADAM STREET,51.509182,NO,07/05/2013,Yes,-0.1229144
 NO,NO,180703,530410,LUMLEY COURT,51.510223,Yes,07/05/2013,Yes,-0.1221933
 NO,NO,180215,528332,PARK LANE,51.506317,Yes,07/05/2013,Yes,-0.1523064
 NO,NO,180828,530173,ROSE STREET,51.511402,NO,07/05/2013,Yes,-0.1255604
 NO,NO,178643,529337,TACHBROOK STREET,51.49196,NO,07/05/2013,Yes,-0.1384015
 NO,NO,180460,529889,WHITCOMB STREET,51.50816,Yes,07/05/2013,NO,-0.1297861
 NO,NO,178976,529033,WILTON ROAD,51.49502,NO,07/05/2013,Yes,-0.1426527
 NO,NO,180703,530410,LUMLEY COURT,51.510223,NO,10/04/2012,Yes,-0.1221933
 NO,NO,181558,526669,NORTH WHARF ROAD,51.518764,Yes,10/04/2012,NO,-0.1757685
 Yes,NO,0,0,Not Recorded,0.0,NO,10/04/2012,NO,0.0 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,NO,23/07/2012,Yes,-0.12731 Yes,NO,180670,530336,EXCHANGE 
COURT,51.509945,Yes,23/07/2012,NO,-0.1232712 NO,NO,181024,528644,GLOBE 
YARD,51.513515,Yes,23/07/2012,NO,-0.1475102 NO,NO,180645,530010,HANWAY 
STREET,51.509796,Yes,23/07/2012,NO,-0.1279754 Yes,NO,180729,529810,LEICESTER 
SQUARE,51.510597,NO,23/07/2012,NO,-0.1308323 NO,NO,181173,529769,Not 
Recorded,51.514595,Yes,23/07/2012,NO,-0.131252 NO,NO,181094,528532,SOUTH MOLTON 
STREET,51.514175,Yes,23/07/2012,NO,-0.1490951 NO,NO,180706,529766,WHITCOMB 
STREET,51.5104,NO,23/07/2012,Yes,-0.131467 NO,NO,180651,530182,CHANDOS 
PLACE,51.50981,NO,19/09/2013,Yes,-0.1254961 NO,NO,181795,529049,GREAT TITCHFIELD 
STREET,51.52035,Yes,19/09/2013,NO,-0.1413947 NO,NO,180215,528332,PARK 
LANE,51.506317,Yes,19/09/2013,NO,-0.1523064 Yes,NO,179970,529210,STABLE 
YARD,51.503914,Yes,19/09/2013,NO,-0.1397441 Yes,NO,180576,530156,ADELAIDE 
STREET,51.509144,NO,14/06/2012,NO,-0.1258982 NO,NO,179304,529498,BUTLER 
PLACE,51.49786,NO,14/06/2012,Yes,-0.1358413 NO,NO,181024,528644,GLOBE 
YARD,51.513515,NO,14/06/2012,Yes,-0.1475102 NO,NO,181232,526216,GLOUCESTER MEWS 
WEST,51.51593,NO,14/06/2012,Yes,-0.182407 Yes,NO,180758,530249,HENRIETTA 
STREET,51.510757,NO,14/06/2012,NO,-0.1244917 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,14/06/2012,Yes,-0.1221933 Yes,NO,181415,529165,MARGARET 
STREET,51.51691,NO,14/06/2012,NO,-0.139863 Yes,NO,0,0,Not 
Recorded,0.0,NO,14/06/2012,NO,0.0 Yes,NO,178976,529033,WILTON 
ROAD,51.49502,NO,12/04/2012,NO,-0.1426527 Yes,NO,180645,530010,HANWAY 
STREET,51.509796,NO,28/12/2012,NO,-0.1279754 Yes,NO,180792,529922,LEICESTER 
COURT,51.51114,NO,28/12/2012,NO,-0.1291886 NO,NO,179096,529103,ASHLEY 
PLACE,51.496082,NO,06/12/2012,Yes,-0.141601 Yes,NO,181472,527269,EDGWARE 
ROAD,51.517857,NO,06/12/2012,NO,-0.1671549 NO,NO,181102,529447,PORTLAND 
MEWS,51.51403,NO,06/12/2012,Yes,-0.1359159 NO,NO,178973,529320,STILLINGTON 
STREET,51.494926,Yes,06/12/2012,NO,-0.1385254 Yes,NO,179148,529012,VICTORIA 
STREET,51.49657,NO,06/12/2012,NO,-0.1428958 NO,NO,181630,527758,WYNDHAM 
MEWS,51.51916,NO,06/12/2012,Yes,-0.1600518 Yes,NO,180415,529298,JERMYN 
STREET,51.507893,NO,29/09/2012,NO,-0.1383138 Yes,NO,0,0,Not 
Recorded,0.0,NO,29/09/2012,NO,0.0
 Yes,NO,179863,528517,PICCADILLY,51.50311,NO,29/09/2012,NO,-0.1497623
 NO,NO,180445,528949,STRATTON STREET,51.50824,Yes,29/09/2012,NO,-0.1433289
 Yes,NO,178709,528691,BUCKINGHAM PALACE 
ROAD,51.492702,NO,19/10/2012,NO,-0.147683 NO,NO,181102,529447,PORTLAND 
MEWS,51.51403,NO,19/10/2012,Yes,-0.1359159 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,Yes,03/05/2013,NO,-0.12731 NO,NO,181024,528644,GLOBE 
YARD,51.513515,Yes,03/05/2013,NO,-0.1475102 Yes,NO,180758,530249,HENRIETTA 
STREET,51.510757,NO,03/05/2013,Yes,-0.1244917 NO,NO,181752,529282,RIDING HOUSE 
STREET,51.519917,NO,03/05/2013,Yes,-0.1380622 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,Yes,03/05/2013,NO,-0.133373 NO,NO,178643,529337,TACHBROOK 
STREET,51.49196,NO,03/05/2013,Yes,-0.1384015 NO,NO,179148,529012,VICTORIA 
STREET,51.49657,Yes,03/05/2013,NO,-0.1428958 NO,NO,181173,531112,ANDREWS 
CROSSE,51.514286,Yes,13/07/2012,NO,-0.1119085 Yes,NO,181041,528302,BALDERTON 
STREET,51.513744,NO,13/07/2012,NO,-0.1524299 Yes,NO,180520,528889,BERKELEY 
STREET,51.50893,NO,13/07/2012,NO,-0.1441656 Yes,NO,180769,529956,CRANBOURN 
ALLEY,51.51092,NO,13/07/2012,NO,-0.1287074 Yes,NO,182100,528415,MARYLEBONE 
ROAD,51.52324,NO,13/07/2012,NO,-0.1504129 NO,NO,0,0,Not 
Recorded,0.0,NO,13/07/2012,Yes,0.0
 NO,NO,181164,525813,QUEENSWAY,51.515408,Yes,13/07/2012,NO,-0.1882362
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,13/07/2012,Yes,-0.133373
 NO,NO,180460,529889,WHITCOMB STREET,51.50816,NO,13/07/2012,Yes,-0.1297861
 NO,NO,180164,529403,ANGEL COURT,51.50561,Yes,03/10/2012,NO,-0.1368938
 Yes,NO,181120,529480,LIVONIA STREET,51.514187,Yes,03/10/2012,NO,-0.135434
 NO,NO,181226,526753,LONDON MEWS,51.515755,Yes,03/10/2012,NO,-0.1746742
 Yes,NO,181038,530269,LONG ACRE,51.513268,NO,03/10/2012,NO,-0.1241002
 NO,NO,181672,524748,ST LUKE'S ROAD,51.52021,NO,03/10/2012,Yes,-0.2033968
 NO,Yes,181472,527269,EDGWARE ROAD,51.517857,NO,06/01/2013,NO,-0.1671549
 NO,NO,179863,528517,PICCADILLY,51.50311,NO,06/01/2013,Yes,-0.1497623
 NO,NO,180624,529673,SHAVER'S PLACE,51.509686,NO,06/01/2013,Yes,-0.1328365
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,06/01/2013,NO,-0.133373
 NO,NO,181120,529480,LIVONIA STREET,51.514187,Yes,31/07/2012,NO,-0.135434
 Yes,NO,181336,528994,REGENT STREET,51.516247,NO,31/07/2012,NO,-0.1423526
 NO,NO,178863,529221,KINGS SCHOLARS' 
PASSAGE,51.49396,NO,13/03/2013,Yes,-0.139991 NO,NO,180991,530222,Not 
Recorded,51.512856,NO,13/03/2013,Yes,-0.1247945 NO,NO,181251,531144,CHANCERY 
LANE,51.514984,Yes,02/05/2012,NO,-0.1114265 NO,NO,0,0,Not 
Recorded,0.0,Yes,02/05/2012,NO,0.0 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,NO,02/05/2012,Yes,-0.133373 NO,NO,181120,529480,LIVONIA 
STREET,51.514187,Yes,28/05/2012,NO,-0.135434 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,28/05/2012,Yes,-0.1221933 NO,NO,0,0,Not 
Recorded,0.0,Yes,28/05/2012,NO,0.0 Yes,NO,180611,530085,WILLIAM IV 
STREET,51.509476,NO,28/05/2012,NO,-0.1269071 NO,NO,181401,525354,HEREFORD 
ROAD,51.517647,NO,03/08/2013,Yes,-0.1947575 Yes,NO,180729,529810,LEICESTER 
SQUARE,51.510597,NO,03/08/2013,NO,-0.1308323 Yes,NO,180532,529505,EAGLE 
PLACE,51.508896,NO,08/09/2013,NO,-0.1352898 NO,Yes,180537,530066,Not 
Recorded,51.508812,NO,08/09/2013,NO,-0.1272087 NO,Yes,181251,529112,OXFORD 
STREET,51.51545,NO,08/09/2013,NO,-0.1406854 NO,NO,180215,528332,PARK 
LANE,51.506317,Yes,08/09/2013,NO,-0.1523064 NO,NO,179029,530124,ROMNEY 
STREET,51.495247,NO,08/09/2013,Yes,-0.1269295 NO,NO,180828,530173,ROSE 
STREET,51.511402,NO,08/09/2013,Yes,-0.1255604 Yes,NO,178709,528691,BUCKINGHAM 
PALACE ROAD,51.492702,NO,06/08/2013,NO,-0.147683 Yes,NO,180869,530064,CRANBOURN 
STREET,51.511795,NO,06/08/2013,NO,-0.1271151 NO,NO,181137,528744,DERING 
STREET,51.51451,Yes,06/08/2013,NO,-0.1460328 NO,NO,181022,529590,TYLER'S 
COURT,51.51328,Yes,06/08/2013,NO,-0.1338857 NO,NO,181046,529446,INGESTRE 
PLACE,51.51353,Yes,21/06/2012,NO,-0.1359509 NO,NO,0,0,Not 
Recorded,0.0,Yes,21/06/2012,NO,0.0 NO,NO,181156,525331,BOTTS 
MEWS,51.515446,Yes,18/06/2013,NO,-0.1951818 Yes,NO,181080,530459,CROWN 
COURT,51.513603,Yes,18/06/2013,Yes,-0.1213481 NO,NO,181044,528659,HAUNCH OF 
VENISON YARD,51.51369,Yes,05/01/2013,NO,-0.1472868 Yes,NO,180608,529874,ORANGE 
STREET,51.509495,NO,05/01/2013,NO,-0.1299477 Yes,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,NO,05/01/2013,NO,-0.133373 Yes,NO,180608,529874,ORANGE 
STREET,51.509495,NO,22/12/2012,NO,-0.1299477 NO,NO,181472,527269,EDGWARE 
ROAD,51.517857,Yes,17/07/2013,NO,-0.1671549 NO,NO,181024,528644,GLOBE 
YARD,51.513515,NO,17/07/2013,Yes,-0.1475102 NO,NO,179224,530207,GREAT PETER 
STREET,51.49698,Yes,17/07/2013,NO,-0.1256626 NO,NO,181795,529049,GREAT 
TITCHFIELD STREET,51.52035,Yes,17/07/2013,NO,-0.1413947
 NO,NO,180978,529525,HOPKINS STREET,51.5129,NO,17/07/2013,Yes,-0.134838
 NO,NO,181251,529112,OXFORD STREET,51.51545,Yes,17/07/2013,NO,-0.1406854
 NO,NO,179197,529263,PALACE STREET,51.496956,Yes,17/07/2013,NO,-0.139264
 NO,NO,180496,530266,VILLIERS STREET,51.508396,NO,17/07/2013,Yes,-0.1243436
 NO,NO,180460,529889,WHITCOMB STREET,51.50816,Yes,17/07/2013,NO,-0.1297861
 NO,NO,181194,529579,CARLISLE STREET,51.514828,NO,31/10/2012,Yes,-0.1339809
 NO,NO,180297,530065,CRAIG'S COURT,51.506664,Yes,01/05/2013,NO,-0.12731
 NO,NO,181137,528744,DERING STREET,51.51451,Yes,01/05/2013,NO,-0.1460328
 NO,NO,180465,529029,DOVER STREET,51.508404,Yes,01/05/2013,NO,-0.1421695
 NO,NO,180842,529324,GOLDEN SQUARE,51.511723,NO,01/05/2013,Yes,-0.1377828
 Yes,NO,180729,529810,LEICESTER SQUARE,51.510597,NO,01/05/2013,NO,-0.1308323
 NO,NO,180297,530065,CRAIG'S COURT,51.506664,NO,15/07/2012,Yes,-0.12731
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,NO,15/07/2012,Yes,-0.133373
 Yes,NO,179174,529269,AMBROSDEN AVENUE,51.496754,NO,10/04/2013,NO,-0.1391802
 NO,NO,181044,528659,HAUNCH OF VENISON 
YARD,51.51369,NO,10/04/2013,Yes,-0.1472868 NO,Yes,180729,529810,LEICESTER 
SQUARE,51.510597,NO,10/04/2013,NO,-0.1308323 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,NO,10/04/2013,Yes,-0.133373 NO,NO,0,0,Not 
Recorded,0.0,NO,19/03/2013,Yes,0.0
 Yes,NO,180671,529636,HAYMARKET,51.510117,NO,08/03/2013,Yes,-0.1333568
 Yes,NO,180624,529673,SHAVER'S PLACE,51.509686,NO,08/03/2013,NO,-0.1328365
 Yes,NO,180769,529956,CRANBOURN ALLEY,51.51092,NO,08/06/2013,NO,-0.1287074
 Yes,NO,180675,529896,IRVING STREET,51.510094,NO,08/06/2013,NO,-0.1296115
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,08/06/2013,NO,-0.133373
 Yes,NO,180575,529637,ST JAMES'S MARKET,51.50925,Yes,08/06/2013,NO,-0.133373
 NO,NO,181080,530459,CROWN COURT,51.513603,NO,25/08/2012,Yes,-0.1213481
 NO,Yes,180537,530066,Not Recorded,51.508812,NO,25/08/2012,NO,-0.1272087
 NO,NO,180703,530410,LUMLEY COURT,51.510223,NO,02/04/2012,Yes,-0.1221933
 NO,NO,0,0,Not Recorded,0.0,Yes,02/04/2012,NO,0.0 NO,NO,179148,529012,VICTORIA 
STREET,51.49657,NO,02/04/2012,Yes,-0.1428958 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,22/02/2013,Yes,-0.1221933 NO,NO,180828,530173,ROSE 
STREET,51.511402,Yes,22/02/2013,NO,-0.1255604 NO,NO,180861,530453,TAVISTOCK 
COURT,51.511635,Yes,22/02/2013,NO,-0.1215156 NO,NO,180460,529889,WHITCOMB 
STREET,51.50816,NO,22/02/2013,Yes,-0.1297861 NO,NO,180848,530372,COVENT 
GARDEN,51.511536,Yes,29/07/2013,NO,-0.1226869 NO,NO,178863,529221,KINGS 
SCHOLARS' PASSAGE,51.49396,Yes,29/07/2013,NO,-0.139991
 NO,NO,180703,530410,LUMLEY COURT,51.510223,NO,29/07/2013,Yes,-0.1221933
 NO,NO,182138,526732,ORCHARDSON STREET,51.523956,Yes,29/07/2013,NO,-0.1746466
 NO,NO,181217,529567,SHERATON STREET,51.515038,NO,29/07/2013,Yes,-0.1341453
 NO,NO,181724,527539,VIRGIL PLACE,51.52006,Yes,29/07/2013,NO,-0.1631785
 Yes,NO,180671,529636,HAYMARKET,51.510117,NO,25/02/2013,NO,-0.1333568
 NO,NO,180703,530410,LUMLEY COURT,51.510223,NO,25/02/2013,Yes,-0.1221933
 NO,NO,181175,529634,DEAN STREET,51.514645,NO,09/08/2012,Yes,-0.1331909
 NO,NO,181719,524959,GREAT WESTERN ROAD,51.520588,Yes,09/08/2012,NO,-0.2003406
 NO,Yes,180985,527847,MARBLE ARCH,51.513344,NO,09/08/2012,NO,-0.1590076
 NO,NO,0,0,Not Recorded,0.0,NO,09/08/2012,Yes,0.0 NO,NO,180991,527571,STANHOPE 
PLACE,51.513462,NO,09/08/2012,Yes,-0.1629768 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,Yes,09/08/2012,NO,-0.1224161 NO,NO,180918,529657,WARDOUR 
STREET,51.51233,NO,09/08/2012,Yes,-0.1329589 NO,NO,178863,529221,KINGS SCHOLARS' 
PASSAGE,51.49396,NO,19/04/2012,Yes,-0.139991 NO,NO,0,0,Not 
Recorded,0.0,NO,19/04/2012,Yes,0.0 NO,NO,181384,527003,STAR 
STREET,51.51712,NO,19/04/2012,Yes,-0.1710163 NO,NO,180834,529832,LEICESTER 
PLACE,51.511536,NO,16/05/2013,Yes,-0.1304694 NO,NO,181094,528532,SOUTH MOLTON 
STREET,51.514175,Yes,16/05/2013,NO,-0.1490951 NO,NO,180575,529637,ST JAMES'S 
MARKET,51.50925,Yes,16/05/2013,NO,-0.133373 Yes,NO,182315,526494,MAIDA 
VALE,51.5256,NO,05/10/2012,NO,-0.1780141 NO,NO,180684,529021,CORK STREET 
MEWS,51.510372,Yes,08/08/2013,Yes,-0.1422046 NO,NO,180820,526153,CRAVEN HILL 
GARDENS,51.51224,Yes,08/08/2013,NO,-0.1834619 NO,NO,181137,528744,DERING 
STREET,51.51451,Yes,08/08/2013,NO,-0.1460328 NO,NO,181173,529769,Not 
Recorded,51.514595,Yes,08/08/2013,NO,-0.131252 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,Yes,08/08/2013,NO,-0.133373
 NO,Yes,180185,530111,WHITEHALL,51.505646,NO,08/08/2013,NO,-0.1266961
 NO,NO,180611,530085,WILLIAM IV STREET,51.509476,Yes,08/08/2013,NO,-0.1269071
 NO,NO,181251,529112,OXFORD STREET,51.51545,NO,10/03/2013,Yes,-0.1406854
 Yes,NO,181336,528994,REGENT STREET,51.516247,NO,10/03/2013,NO,-0.1423526
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,NO,10/03/2013,Yes,-0.133373
 NO,NO,180861,529518,LEXINGTON STREET,51.51185,Yes,07/09/2013,NO,-0.1349818
 NO,NO,181519,525248,ST STEPHEN'S MEWS,51.518726,NO,07/09/2013,Yes,-0.1962484
 NO,NO,180740,529590,DENMAN STREET,51.51075,Yes,22/05/2012,Yes,-0.1339844
 NO,NO,180765,530073,GOODWIN'S COURT,51.51086,NO,22/05/2012,Yes,-0.1270238
 NO,Yes,179777,528072,KNIGHTSBRIDGE,51.502438,NO,22/05/2012,NO,-0.1562014
 NO,NO,180703,530410,LUMLEY COURT,51.510223,NO,22/05/2012,Yes,-0.1221933
 NO,NO,0,0,Not Recorded,0.0,Yes,22/05/2012,NO,0.0 NO,NO,181143,527892,SEYMOUR 
STREET,51.514755,NO,22/05/2012,Yes,-0.1582982 Yes,NO,180722,530166,BEDFORD 
COURT,51.510452,NO,19/11/2012,Yes,-0.1257003 Yes,NO,181106,529734,FRITH 
STREET,51.514004,NO,19/11/2012,NO,-0.1317807 NO,NO,181156,525331,BOTTS 
MEWS,51.515446,NO,24/09/2013,Yes,-0.1951818 NO,NO,180491,529754,CHARLES II 
STREET,51.508472,NO,24/09/2013,Yes,-0.1317242 NO,NO,181152,529408,D'ARBLAY 
STREET,51.514492,Yes,24/09/2013,NO,-0.1364593 NO,NO,181333,527466,FORSET 
STREET,51.51656,Yes,24/09/2013,NO,-0.1643671 NO,NO,181024,528644,GLOBE 
YARD,51.513515,Yes,24/09/2013,NO,-0.1475102 NO,NO,180645,530010,HANWAY 
STREET,51.509796,NO,24/09/2013,Yes,-0.1279754 NO,NO,181032,530423,MARTLETT 
COURT,51.51318,Yes,24/09/2013,NO,-0.1218844 NO,NO,181534,529439,NEWMAN 
PASSAGE,51.517914,NO,24/09/2013,Yes,-0.1358704 Yes,NO,181626,527870,GLOUCESTER 
PLACE,51.5191,NO,20/09/2013,NO,-0.1584399 NO,Yes,180729,529810,LEICESTER 
SQUARE,51.510597,NO,20/09/2013,NO,-0.1308323 Yes,NO,180215,528332,PARK 
LANE,51.506317,NO,20/09/2013,NO,-0.1523064 NO,NO,181094,528532,SOUTH MOLTON 
STREET,51.514175,NO,20/09/2013,Yes,-0.1490951 NO,NO,180920,529593,WALKER'S 
COURT,51.512363,NO,20/09/2013,Yes,-0.1338799 NO,NO,181633,529351,BERNERS 
MEWS,51.518826,Yes,03/07/2013,NO,-0.1371038 NO,NO,179382,529536,CAXTON 
STREET,51.498554,NO,03/07/2013,Yes,-0.1352655 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,Yes,03/07/2013,NO,-0.12731 Yes,NO,181807,528178,PADDINGTON 
STREET,51.520657,NO,03/07/2013,NO,-0.1539374
 NO,NO,180966,530834,STRAND,51.51249,Yes,03/07/2013,Yes,-0.1159893
 NO,NO,180185,530111,WHITEHALL,51.505646,NO,03/07/2013,Yes,-0.1266961
 NO,NO,180862,529632,ARCHER STREET,51.511833,Yes,20/06/2012,NO,-0.1333395
 NO,NO,180703,530410,LUMLEY COURT,51.510223,NO,20/06/2012,Yes,-0.1221933
 NO,NO,181173,529769,Not Recorded,51.514595,Yes,20/06/2012,NO,-0.131252
 NO,NO,182538,525094,SHIRLAND MEWS,51.527916,NO,20/06/2012,Yes,-0.1981051
 NO,NO,181046,528574,SOUTH MOLTON PASSAGE,51.51373,NO,20/06/2012,Yes,-0.1485104
 Yes,NO,180611,530085,WILLIAM IV STREET,51.509476,Yes,20/06/2012,NO,-0.1269071
 Yes,NO,0,0,Not Recorded,0.0,NO,27/10/2012,NO,0.0
 NO,NO,180782,529619,SHAFTESBURY AVENUE,51.511116,Yes,27/10/2012,NO,-0.1335539
 Yes,NO,179148,529012,VICTORIA STREET,51.49657,NO,27/10/2012,NO,-0.1428958
 Yes,NO,181330,529530,GREAT CHAPEL STREET,51.516064,NO,20/11/2012,NO,-0.134641
 NO,NO,180366,529357,MASON'S YARD,51.507446,Yes,20/11/2012,Yes,-0.1374891
 NO,NO,180770,528944,NEW BOND STREET,51.51116,Yes,20/11/2012,NO,-0.1432821
 Yes,NO,182279,525565,SHIRLAND ROAD,51.525486,NO,20/11/2012,NO,-0.1914112 
