vomit,blood,y,x,street,lat,urine,eventdate,humanfouling,long
PLACE,51.517654,NO,19/09/2012,Yes,-0.1666707 NO,NO,181137,528744,DERING 
STREET,51.51451,NO,19/09/2012,Yes,-0.1460328 NO,NO,0,0,Not 
Recorded,0.0,NO,19/09/2012,Yes,0.0
 Yes,NO,179863,528517,PICCADILLY,51.50311,NO,19/09/2012,NO,-0.1497623
 NO,Yes,180667,529553,PICCADILLY CIRCUS,51.510098,NO,19/09/2012,NO,-0.134549
 NO,NO,181266,529736,SOHO SQUARE,51.515438,NO,19/09/2012,Yes,-0.1316931
 NO,NO,181015,528480,WEIGHHOUSE STREET,51.513474,Yes,19/09/2012,NO,-0.1498711
 NO,NO,180986,529660,BOURCHIER STREET,51.512947,NO,28/07/2013,Yes,-0.1328859
 NO,NO,180782,529619,SHAFTESBURY AVENUE,51.511116,NO,28/07/2013,Yes,-0.1335539
 NO,NO,181561,527650,BRYANSTON SQUARE,51.518566,NO,21/05/2013,Yes,-0.1616325
 NO,NO,181446,527455,CATO STREET,51.51758,NO,21/05/2013,Yes,-0.1644888
 NO,NO,180297,530065,CRAIG'S COURT,51.506664,Yes,21/05/2013,NO,-0.12731
 NO,NO,181032,530423,MARTLETT COURT,51.51318,NO,21/05/2013,Yes,-0.1218844
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,21/05/2013,NO,-0.133373
 NO,NO,181194,528991,SWALLOW PLACE,51.51496,NO,12/09/2013,Yes,-0.1424501
 Yes,NO,180460,529889,WHITCOMB STREET,51.50816,NO,12/09/2013,Yes,-0.1297861
 NO,NO,181137,528744,DERING STREET,51.51451,Yes,22/07/2013,NO,-0.1460328
 Yes,NO,180394,528988,DOVER YARD,51.507782,Yes,22/07/2013,NO,-0.1427905
 NO,NO,178750,528546,ELIZABETH STREET,51.493107,Yes,22/07/2013,NO,-0.149751
 NO,NO,181120,529480,LIVONIA STREET,51.514187,Yes,22/07/2013,NO,-0.135434
 Yes,NO,180918,529657,WARDOUR STREET,51.51233,NO,22/07/2013,NO,-0.1329589
 Yes,NO,180501,529612,CARLTON STREET,51.508595,NO,01/01/2013,NO,-0.1337602
 NO,Yes,181472,527269,EDGWARE ROAD,51.517857,NO,01/01/2013,NO,-0.1671549
 NO,NO,181261,529167,MARKET COURT,51.515526,Yes,01/01/2013,NO,-0.1398906
 Yes,NO,181336,528994,REGENT STREET,51.516247,NO,01/01/2013,NO,-0.1423526
 Yes,NO,180311,530351,EMBANKMENT PLACE,51.50672,NO,27/07/2012,NO,-0.1231922
 Yes,NO,180729,529810,LEICESTER SQUARE,51.510597,NO,27/07/2012,NO,-0.1308323
 NO,NO,0,0,Not Recorded,0.0,Yes,27/07/2012,NO,0.0 NO,Yes,182086,526881,PENFOLD 
STREET,51.523457,NO,27/07/2012,Yes,-0.1725209
 NO,NO,180966,530834,STRAND,51.51249,Yes,27/07/2012,NO,-0.1159893
 Yes,NO,180295,530405,VICTORIA EMBANKMENT,51.50656,NO,27/07/2012,NO,-0.1224161
 NO,NO,180185,530111,WHITEHALL,51.505646,Yes,27/07/2012,NO,-0.1266961
 NO,NO,181855,528978,BOLSOVER STREET,51.520912,Yes,14/04/2013,NO,-0.1423966
 Yes,NO,181336,528994,REGENT STREET,51.516247,NO,14/04/2013,NO,-0.1423526
 NO,NO,181266,529736,SOHO SQUARE,51.515438,NO,25/09/2012,Yes,-0.1316931
 NO,NO,181121,529761,BATEMAN'S BUILDINGS,51.514133,Yes,25/07/2012,Yes,-0.1313876
 NO,NO,181137,528744,DERING STREET,51.51451,Yes,25/07/2012,Yes,-0.1460328
 Yes,NO,181182,527631,HAMPDEN GURNEY 
STREET,51.515163,NO,25/07/2012,NO,-0.1620434 NO,NO,181039,528927,HANOVER 
SQUARE,51.51359,NO,25/07/2012,Yes,-0.1434298 NO,NO,0,0,Not 
Recorded,0.0,Yes,25/07/2012,NO,0.0 NO,NO,180575,529637,ST JAMES'S 
MARKET,51.50925,Yes,25/07/2012,NO,-0.133373 NO,NO,180803,529976,ST MARTIN'S 
COURT,51.511223,Yes,25/07/2012,NO,-0.1284068 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,24/05/2012,Yes,-0.1221933 Yes,NO,0,0,Not 
Recorded,0.0,NO,24/05/2012,NO,0.0 NO,NO,181113,528912,PRINCES 
STREET,51.51425,Yes,24/05/2012,NO,-0.1436176 NO,NO,180256,530939,WATERLOO 
BRIDGE,51.506084,Yes,24/05/2012,NO,-0.1147406 NO,NO,180890,530181,CONDUIT 
COURT,51.51196,Yes,11/10/2012,NO,-0.1254223 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,11/10/2012,Yes,-0.1221933 Yes,NO,181146,529261,RAMILLIES 
STREET,51.51447,NO,11/10/2012,NO,-0.1385788 NO,NO,179145,529769,CHADWICK 
STREET,51.496376,NO,18/02/2013,Yes,-0.1320033 Yes,NO,180415,529298,JERMYN 
STREET,51.507893,NO,18/02/2013,NO,-0.1383138 Yes,NO,180796,529770,LEICESTER 
STREET,51.511208,NO,18/02/2013,NO,-0.1313763 Yes,NO,178992,528279,LYALL 
STREET,51.495335,NO,18/02/2013,NO,-0.1535061 Yes,NO,182086,526881,PENFOLD 
STREET,51.523457,NO,18/02/2013,NO,-0.1725209 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,Yes,18/02/2013,NO,-0.133373 NO,NO,180575,529637,ST JAMES'S 
MARKET,51.50925,Yes,18/02/2013,NO,-0.133373
 NO,NO,180966,530834,STRAND,51.51249,Yes,18/02/2013,NO,-0.1159893
 NO,NO,181752,529282,RIDING HOUSE STREET,51.519917,Yes,02/08/2012,NO,-0.1380622
 Yes,NO,180669,529629,COVENTRY STREET,51.510105,NO,23/06/2012,NO,-0.1334536
 NO,NO,181686,527741,CRAWFORD STREET,51.51967,NO,23/06/2012,Yes,-0.1602764
 NO,NO,181033,527687,CONNAUGHT PLACE,51.51382,NO,15/06/2012,Yes,-0.161298
 NO,NO,181559,528924,ALL SOULS PLACE,51.518257,Yes,21/06/2013,NO,-0.1432817
 NO,NO,180722,530166,BEDFORD COURT,51.510452,Yes,21/06/2013,NO,-0.1257003
 NO,NO,180795,528002,WOOD'S MEWS,51.5116,Yes,21/06/2013,NO,-0.1568401
 NO,NO,181261,527763,WYTHBURN PLACE,51.515842,NO,21/06/2013,Yes,-0.1601135
 NO,NO,178742,529471,UDALL STREET,51.492817,NO,02/11/2012,Yes,-0.1364361
 NO,NO,179780,530319,VICTORIA EMBANKMENT,51.50195,NO,02/11/2012,Yes,-0.1238448
 Yes,NO,180846,530125,GARRICK STREET,51.511578,NO,19/08/2013,NO,-0.126245
 NO,NO,181044,528659,HAUNCH OF VENISON 
YARD,51.51369,NO,19/08/2013,Yes,-0.1472868 NO,NO,178973,529320,STILLINGTON 
STREET,51.494926,Yes,19/08/2013,NO,-0.1385254 Yes,NO,180804,530910,TEMPLE 
PLACE,51.511017,NO,19/08/2013,NO,-0.1149549 NO,NO,180460,529889,WHITCOMB 
STREET,51.50816,Yes,19/08/2013,Yes,-0.1297861 NO,NO,183200,526941,COCHRANE 
MEWS,51.533455,NO,25/10/2012,Yes,-0.1712552 Yes,NO,180782,529619,SHAFTESBURY 
AVENUE,51.511116,NO,25/10/2012,NO,-0.1335539 Yes,NO,180576,530156,ADELAIDE 
STREET,51.509144,NO,29/08/2012,NO,-0.1258982 NO,NO,181033,527687,CONNAUGHT 
PLACE,51.51382,NO,29/08/2012,Yes,-0.161298 Yes,NO,182473,523861,LADBROKE 
GROVE,51.527603,Yes,29/08/2012,NO,-0.2158932 NO,NO,182053,528781,PARK CRESCENT 
MEWS EAST,51.52273,Yes,29/08/2012,NO,-0.1451611 Yes,NO,181672,524748,ST LUKE'S 
ROAD,51.52021,NO,29/08/2012,Yes,-0.2033968 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,17/04/2012,NO,-0.1221933 NO,NO,178453,528797,WARWICK 
WAY,51.490376,NO,17/04/2012,Yes,-0.1462504 Yes,NO,180989,529605,PETER 
STREET,51.51298,NO,09/05/2013,NO,-0.1336817 NO,NO,181022,529590,TYLER'S 
COURT,51.51328,Yes,09/05/2013,NO,-0.1338857 NO,NO,178709,528691,BUCKINGHAM 
PALACE ROAD,51.492702,NO,08/08/2012,Yes,-0.147683 NO,NO,181534,529439,NEWMAN 
PASSAGE,51.517914,NO,08/08/2012,Yes,-0.1358704 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,Yes,08/08/2012,NO,-0.1224161 Yes,NO,180729,529810,LEICESTER 
SQUARE,51.510597,NO,21/08/2012,NO,-0.1308323 NO,NO,0,0,Not 
Recorded,0.0,Yes,21/08/2012,NO,0.0 Yes,NO,180297,530065,CRAIG'S 
COURT,51.506664,NO,13/09/2012,NO,-0.12731 NO,NO,181120,529480,LIVONIA 
STREET,51.514187,Yes,13/09/2012,NO,-0.135434 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,13/09/2012,Yes,-0.1221933 Yes,NO,179531,530164,ST MARGARET 
STREET,51.499752,NO,13/09/2012,NO,-0.1261763 NO,NO,180740,529590,DENMAN 
STREET,51.51075,NO,24/12/2012,Yes,-0.1339844 Yes,NO,178992,528279,LYALL 
STREET,51.495335,NO,24/12/2012,NO,-0.1535061 Yes,NO,180641,529798,PANTON 
STREET,51.509808,NO,24/12/2012,NO,-0.1310284 Yes,NO,180575,529637,ST JAMES'S 
MARKET,51.50925,NO,24/12/2012,NO,-0.133373 Yes,NO,181137,528744,DERING 
STREET,51.51451,Yes,05/03/2013,NO,-0.1460328 Yes,NO,180860,529907,LISLE 
STREET,51.511753,NO,05/03/2013,NO,-0.1293796 NO,NO,180459,529441,ORMOND 
YARD,51.508255,NO,05/03/2013,Yes,-0.1362383 NO,NO,181085,529500,BERWICK 
STREET,51.513866,Yes,06/06/2012,NO,-0.1351638 NO,NO,179537,529153,BUCKINGHAM 
GATE,51.500042,NO,06/06/2012,Yes,-0.1407178 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,06/06/2012,NO,-0.1221933 NO,NO,179115,529198,MORPETH 
TERRACE,51.49623,NO,06/06/2012,Yes,-0.1402299 Yes,NO,0,0,Not 
Recorded,0.0,NO,06/06/2012,NO,0.0 NO,NO,181446,527455,CATO 
STREET,51.51758,NO,24/04/2013,Yes,-0.1644888 NO,NO,180497,528384,CHAPEL 
PLACE,51.50884,NO,24/04/2013,Yes,-0.1514468 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,NO,24/04/2013,Yes,-0.12731 NO,NO,180585,530363,JOHN ADAM 
STREET,51.509182,NO,24/04/2013,Yes,-0.1229144 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,24/04/2013,Yes,-0.1221933 NO,NO,180608,529874,ORANGE 
STREET,51.509495,Yes,24/04/2013,NO,-0.1299477 Yes,NO,181102,529447,PORTLAND 
MEWS,51.51403,NO,24/04/2013,NO,-0.1359159 Yes,NO,180835,529547,SMITH'S 
COURT,51.51161,Yes,24/04/2013,NO,-0.1345737 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,Yes,11/09/2012,NO,-0.12731 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,11/09/2012,Yes,-0.1221933 NO,NO,181251,529112,OXFORD 
STREET,51.51545,NO,11/09/2012,Yes,-0.1406854 NO,NO,180082,530363,VICTORIA 
EMBANKMENT,51.504654,Yes,11/09/2012,NO,-0.1230996 NO,NO,180497,528324,ALDFORD 
STREET,51.50885,NO,09/03/2013,Yes,-0.1523109 Yes,NO,180460,529889,WHITCOMB 
STREET,51.50816,NO,09/03/2013,NO,-0.1297861 Yes,NO,181472,527269,EDGWARE 
ROAD,51.517857,NO,26/02/2013,NO,-0.1671549 NO,NO,181604,528253,ST VINCENT 
STREET,51.518814,NO,26/02/2013,Yes,-0.1529308 NO,NO,180975,530471,BOW 
STREET,51.512657,Yes,02/07/2013,NO,-0.1212141 NO,NO,178709,528691,BUCKINGHAM 
PALACE ROAD,51.492702,Yes,02/07/2013,NO,-0.147683 NO,NO,183200,526941,COCHRANE 
MEWS,51.533455,Yes,02/07/2013,NO,-0.1712552 NO,NO,181033,527687,CONNAUGHT 
PLACE,51.51382,Yes,02/07/2013,NO,-0.161298 NO,NO,178671,529136,GUILDHOUSE 
STREET,51.492256,NO,02/07/2013,Yes,-0.1412849 NO,NO,180585,530363,JOHN ADAM 
STREET,51.509182,Yes,02/07/2013,NO,-0.1229144 NO,NO,180985,527847,MARBLE 
ARCH,51.513344,Yes,02/07/2013,NO,-0.1590076 NO,NO,181156,525331,BOTTS 
MEWS,51.515446,NO,12/11/2012,Yes,-0.1951818 NO,NO,180686,530385,BULL INN 
COURT,51.51008,NO,12/11/2012,Yes,-0.1225596 Yes,NO,180669,529629,COVENTRY 
STREET,51.510105,NO,12/11/2012,NO,-0.1334536 NO,NO,181099,529524,DUCK 
LANE,51.51399,NO,12/11/2012,Yes,-0.134808 Yes,NO,180645,530010,HANWAY 
STREET,51.509796,NO,12/11/2012,NO,-0.1279754 Yes,NO,180741,529932,HUNTS 
COURT,51.510677,NO,12/11/2012,Yes,-0.1290634 NO,NO,181120,529480,LIVONIA 
STREET,51.514187,Yes,12/11/2012,NO,-0.135434 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,12/11/2012,Yes,-0.1221933 Yes,NO,180667,529553,PICCADILLY 
CIRCUS,51.510098,NO,12/11/2012,NO,-0.134549 NO,NO,182173,527779,SIDDONS 
LANE,51.524036,NO,12/11/2012,Yes,-0.1595525 Yes,NO,181137,528744,DERING 
STREET,51.51451,Yes,05/08/2012,NO,-0.1460328 NO,NO,180311,530351,NORTHUMBERLAND 
AVENUE,51.50672,NO,05/08/2012,Yes,-0.1231922 NO,NO,0,0,Not 
Recorded,0.0,Yes,05/08/2012,NO,0.0 NO,NO,180491,529499,APPLE TREE 
YARD,51.508533,NO,06/08/2012,Yes,-0.1353891 Yes,NO,181121,529761,BATEMAN'S 
BUILDINGS,51.514133,Yes,06/08/2012,NO,-0.1313876 NO,NO,182154,525734,BRADEN 
STREET,51.524323,Yes,06/08/2012,NO,-0.189021 NO,NO,181033,527687,CONNAUGHT 
PLACE,51.51382,NO,06/08/2012,Yes,-0.161298 Yes,NO,180645,530010,HANWAY 
STREET,51.509796,NO,06/08/2012,NO,-0.1279754 NO,NO,180980,528493,ST ANSELM'S 
PLACE,51.513153,Yes,06/08/2012,Yes,-0.1497011
 NO,NO,180966,530834,STRAND,51.51249,NO,06/08/2012,Yes,-0.1159893
 Yes,NO,180558,530327,GEORGE COURT,51.50894,NO,19/06/2013,NO,-0.1234422
 NO,NO,181513,529242,BOOTH'S PLACE,51.517773,Yes,07/09/2012,NO,-0.1387179
 NO,NO,181080,530459,CROWN COURT,51.513603,Yes,07/09/2012,NO,-0.1213481
 NO,Yes,180301,528751,HALF MOON STREET,51.506992,NO,07/09/2012,NO,-0.1462329
 NO,NO,179777,528072,KNIGHTSBRIDGE,51.502438,Yes,07/09/2012,NO,-0.1562014
 Yes,NO,180633,529868,LONG'S COURT,51.50972,NO,07/09/2012,NO,-0.1300249
 NO,NO,181054,528342,LUMLEY STREET,51.51385,Yes,07/09/2012,NO,-0.151849
 Yes,NO,0,0,Not Recorded,0.0,NO,07/09/2012,NO,0.0 NO,Yes,181336,528994,REGENT 
STREET,51.516247,NO,07/09/2012,NO,-0.1423526 NO,NO,180445,528949,STRATTON 
STREET,51.50824,NO,07/09/2012,Yes,-0.1433289 NO,NO,179148,529012,VICTORIA 
STREET,51.49657,Yes,07/09/2012,NO,-0.1428958 NO,NO,180686,530385,BULL INN 
COURT,51.51008,NO,22/01/2013,Yes,-0.1225596 NO,NO,181024,528644,GLOBE 
YARD,51.513515,Yes,22/01/2013,NO,-0.1475102 NO,NO,180733,529596,GREAT WINDMILL 
STREET,51.510685,NO,22/01/2013,Yes,-0.1339126 NO,NO,0,0,Not 
Recorded,0.0,NO,18/06/2012,Yes,0.0 Yes,NO,180782,529619,SHAFTESBURY 
AVENUE,51.511116,NO,02/06/2013,NO,-0.1335539 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,03/04/2013,Yes,-0.1221933 NO,NO,181141,531124,BELL 
YARD,51.513996,NO,12/08/2013,Yes,-0.111752 NO,NO,181137,528744,DERING 
STREET,51.51451,Yes,12/08/2013,NO,-0.1460328 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,Yes,12/08/2013,NO,-0.149751 NO,NO,181046,529446,INGESTRE 
PLACE,51.51353,Yes,12/08/2013,NO,-0.1359509 NO,Yes,180729,529810,LEICESTER 
SQUARE,51.510597,NO,12/08/2013,NO,-0.1308323 NO,NO,181840,527746,THORNTON 
PLACE,51.52105,NO,12/08/2013,Yes,-0.1601486 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,10/05/2012,Yes,-0.1221933 Yes,NO,0,0,Not 
Recorded,0.0,NO,10/05/2012,NO,0.0 Yes,NO,180415,529298,JERMYN 
STREET,51.507893,NO,28/06/2012,NO,-0.1383138 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,28/06/2012,Yes,-0.1221933 NO,NO,180886,529891,NEWPORT 
COURT,51.51199,Yes,28/06/2012,NO,-0.1296005 NO,NO,0,0,Not 
Recorded,0.0,Yes,28/06/2012,Yes,0.0 Yes,NO,178453,528797,WARWICK 
WAY,51.490376,NO,28/06/2012,NO,-0.1462504 NO,NO,181121,529761,BATEMAN'S 
BUILDINGS,51.514133,NO,01/05/2012,Yes,-0.1313876 NO,NO,180887,531632,VICTORIA 
EMBANKMENT,51.511597,Yes,01/05/2012,NO,-0.1045257 Yes,NO,180256,530939,WATERLOO 
BRIDGE,51.506084,Yes,01/05/2012,NO,-0.1147406 Yes,NO,180930,527553,BAYSWATER 
ROAD,51.512917,NO,07/07/2013,NO,-0.1632581 Yes,NO,180769,529956,CRANBOURN 
ALLEY,51.51092,NO,07/07/2013,NO,-0.1287074 Yes,NO,181137,528744,DERING 
STREET,51.51451,Yes,07/07/2013,NO,-0.1460328 NO,Yes,182002,526374,MAIDA 
AVENUE,51.522816,NO,07/07/2013,NO,-0.1798551 NO,NO,0,0,Not 
Recorded,0.0,NO,12/06/2012,Yes,0.0 NO,NO,181132,529654,CHAPONE 
PLACE,51.51426,NO,08/01/2013,Yes,-0.1329293 NO,NO,180973,528576,DAVIES 
MEWS,51.513073,NO,08/01/2013,Yes,-0.1485082
 Yes,NO,180671,529636,HAYMARKET,51.510117,NO,08/01/2013,NO,-0.1333568
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,08/01/2013,NO,-0.133373
 NO,NO,178973,529320,STILLINGTON STREET,51.494926,Yes,08/01/2013,NO,-0.1385254
 NO,NO,180850,530600,WELLINGTON STREET,51.5115,NO,08/01/2013,Yes,-0.1194025
 Yes,NO,180769,529956,CRANBOURN ALLEY,51.51092,NO,19/07/2012,NO,-0.1287074
 NO,NO,180765,530073,GOODWIN'S COURT,51.51086,NO,19/07/2012,Yes,-0.1270238
 NO,NO,180729,529810,LEICESTER SQUARE,51.510597,Yes,19/07/2012,NO,-0.1308323
 NO,NO,181120,529480,LIVONIA STREET,51.514187,Yes,19/07/2012,NO,-0.135434
 NO,NO,0,0,Not Recorded,0.0,NO,19/07/2012,Yes,0.0 NO,NO,181266,529736,SOHO 
SQUARE,51.515438,NO,19/07/2012,Yes,-0.1316931 NO,NO,181022,529590,TYLER'S 
COURT,51.51328,Yes,19/07/2012,NO,-0.1338857 Yes,NO,180607,529815,WHITCOMB 
STREET,51.509502,NO,19/07/2012,NO,-0.1307958
 NO,NO,180185,530111,WHITEHALL,51.505646,Yes,19/07/2012,NO,-0.1266961
 Yes,NO,181692,528093,CHILTERN STREET,51.51964,NO,18/04/2013,NO,-0.1552036
 NO,NO,180745,530488,EXETER STREET,51.510586,Yes,18/04/2013,NO,-0.1210544
 NO,Yes,181721,528330,MARYLEBONE HIGH 
STREET,51.519848,NO,18/04/2013,NO,-0.1517791
 NO,NO,179863,528517,PICCADILLY,51.50311,NO,09/02/2013,Yes,-0.1497623
 NO,NO,180295,530405,VICTORIA EMBANKMENT,51.50656,Yes,09/02/2013,NO,-0.1224161
 NO,NO,0,0,Not Recorded,0.0,NO,06/07/2012,Yes,0.0 NO,NO,180460,529889,WHITCOMB 
STREET,51.50816,NO,06/07/2012,Yes,-0.1297861 NO,NO,180701,530481,CARTING 
LANE,51.510193,NO,11/01/2013,Yes,-0.1211743 NO,NO,180973,528576,DAVIES 
MEWS,51.513073,NO,11/01/2013,Yes,-0.1485082 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,11/01/2013,Yes,-0.1221933 NO,NO,180910,528096,PARK 
STREET,51.512615,Yes,11/01/2013,NO,-0.1554445 NO,NO,178709,528691,BUCKINGHAM 
PALACE ROAD,51.492702,Yes,14/05/2012,Yes,-0.147683 NO,NO,0,0,Not 
Recorded,0.0,NO,14/05/2012,Yes,0.0 Yes,NO,181137,528744,DERING 
STREET,51.51451,NO,17/08/2013,NO,-0.1460328 NO,NO,180918,530220,BANBURY 
COURT,51.5122,Yes,08/04/2013,Yes,-0.1248502 NO,NO,180765,530073,GOODWIN'S 
COURT,51.51086,NO,08/04/2013,Yes,-0.1270238 NO,NO,181261,529167,MARKET 
COURT,51.515526,Yes,08/04/2013,NO,-0.1398906 NO,NO,180215,528332,PARK 
LANE,51.506317,Yes,08/04/2013,NO,-0.1523064 NO,NO,179096,529103,ASHLEY 
PLACE,51.496082,Yes,31/08/2013,Yes,-0.141601 NO,NO,181072,530373,BROAD 
COURT,51.51355,NO,31/08/2013,Yes,-0.1225897 Yes,NO,180670,530336,EXCHANGE 
COURT,51.509945,NO,22/10/2012,Yes,-0.1232712 Yes,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,22/10/2012,Yes,-0.1221933 Yes,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,NO,22/10/2012,NO,-0.133373 Yes,NO,181751,527721,UPPER MONTAGU 
STREET,51.520256,NO,22/10/2012,NO,-0.160541 NO,NO,181121,529761,BATEMAN'S 
BUILDINGS,51.514133,NO,25/06/2012,Yes,-0.1313876 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,25/06/2012,Yes,-0.1221933 NO,NO,0,0,Not 
Recorded,0.0,NO,25/06/2012,Yes,0.0 Yes,NO,179148,529012,VICTORIA 
STREET,51.49657,NO,25/06/2012,NO,-0.1428958 NO,NO,180496,530266,VILLIERS 
STREET,51.508396,NO,25/06/2012,Yes,-0.1243436 NO,NO,180722,530166,BEDFORD 
COURT,51.510452,Yes,14/09/2012,NO,-0.1257003 NO,NO,181032,530423,MARTLETT 
COURT,51.51318,Yes,14/09/2012,NO,-0.1218844 Yes,NO,181707,528761,Not 
Recorded,51.519627,NO,14/09/2012,NO,-0.1455756 NO,Yes,180989,529605,PETER 
STREET,51.51298,NO,14/09/2012,NO,-0.1336817 NO,NO,180594,529826,WHITCOMB 
STREET,51.50938,NO,14/09/2012,Yes,-0.1306441 NO,NO,181121,529761,BATEMAN'S 
BUILDINGS,51.514133,Yes,05/08/2013,NO,-0.1313876 NO,NO,180495,529440,CHURCH 
PLACE,51.50858,Yes,12/05/2012,NO,-0.1362395 NO,NO,0,0,Not 
Recorded,0.0,NO,12/05/2012,Yes,0.0 NO,NO,181033,527687,CONNAUGHT 
PLACE,51.51382,NO,07/06/2012,Yes,-0.161298 NO,NO,179115,529198,MORPETH 
TERRACE,51.49623,NO,07/06/2012,Yes,-0.1402299
 NO,NO,180966,530834,STRAND,51.51249,NO,07/05/2012,Yes,-0.1159893
 Yes,NO,180645,530010,HANWAY STREET,51.509796,NO,30/11/2012,NO,-0.1279754
 NO,NO,181752,529282,RIDING HOUSE STREET,51.519917,Yes,30/11/2012,Yes,-0.1380622
 NO,NO,180980,528493,ST ANSELM'S PLACE,51.513153,NO,30/11/2012,Yes,-0.1497011
 Yes,NO,180164,529403,ANGEL COURT,51.50561,NO,28/10/2012,NO,-0.1368938
 Yes,NO,180531,529506,BABMAES STREET,51.50889,NO,28/10/2012,NO,-0.1352758
 NO,Yes,181625,527132,CHAPEL STREET,51.519257,NO,28/10/2012,NO,-0.1690712
 NO,NO,180741,529932,HUNTS COURT,51.510677,Yes,28/10/2012,NO,-0.1290634
 Yes,NO,181336,528994,REGENT STREET,51.516247,NO,28/10/2012,NO,-0.1423526
 NO,NO,181156,525331,BOTTS MEWS,51.515446,Yes,27/08/2012,NO,-0.1951818
 NO,NO,182473,523861,LADBROKE GROVE,51.527603,Yes,27/08/2012,NO,-0.2158932
 NO,NO,180828,525481,PRINCES MEWS,51.512466,Yes,27/08/2012,NO,-0.1931362
 NO,NO,180828,530173,ROSE STREET,51.511402,Yes,27/08/2012,Yes,-0.1255604
 NO,NO,180354,529337,DUKE STREET ST 
JAMES'S,51.50734,NO,15/02/2013,Yes,-0.1377797 NO,Yes,181150,530688,Not 
Recorded,51.51418,NO,15/02/2013,NO,-0.1180239 Yes,NO,180608,529874,ORANGE 
STREET,51.509495,NO,15/02/2013,NO,-0.1299477 Yes,NO,180575,529637,ST JAMES'S 
MARKET,51.50925,NO,15/02/2013,NO,-0.133373 Yes,NO,180445,528949,STRATTON 
STREET,51.50824,NO,15/02/2013,NO,-0.1433289 NO,NO,180861,530453,TAVISTOCK 
COURT,51.511635,Yes,15/02/2013,NO,-0.1215156 Yes,NO,180669,529629,COVENTRY 
STREET,51.510105,NO,08/12/2012,NO,-0.1334536 NO,NO,180846,530125,GARRICK 
STREET,51.511578,Yes,08/12/2012,NO,-0.126245
 Yes,NO,179863,528517,PICCADILLY,51.50311,NO,08/12/2012,NO,-0.1497623
 Yes,NO,180667,529553,PICCADILLY CIRCUS,51.510098,NO,08/12/2012,NO,-0.134549
 NO,NO,183157,527065,SOUTHCOTT MEWS,51.53304,NO,08/12/2012,Yes,-0.1694839
 NO,NO,179270,529676,ST MATTHEW STREET,51.497517,NO,08/12/2012,Yes,-0.1332909
 NO,Yes,0,0,Not Recorded,0.0,NO,26/12/2012,NO,0.0 NO,NO,181098,528420,BINNEY 
STREET,51.51423,NO,22/08/2013,Yes,-0.1507095 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,Yes,22/08/2013,NO,-0.149751 Yes,NO,180958,529203,KINGLY 
STREET,51.512794,NO,22/08/2013,NO,-0.139483 Yes,NO,180460,529889,WHITCOMB 
STREET,51.50816,NO,22/08/2013,NO,-0.1297861 NO,NO,180531,529506,BABMAES 
STREET,51.50889,NO,15/01/2013,Yes,-0.1352758 Yes,NO,178750,528546,ELIZABETH 
STREET,51.493107,NO,15/01/2013,NO,-0.149751 NO,NO,179115,529198,MORPETH 
TERRACE,51.49623,NO,15/01/2013,Yes,-0.1402299 NO,NO,181604,528253,ST VINCENT 
STREET,51.518814,NO,15/01/2013,Yes,-0.1529308 NO,NO,179148,529012,VICTORIA 
STREET,51.49657,NO,15/01/2013,Yes,-0.1428958 NO,NO,180815,528835,BLOOMFIELD 
PLACE,51.511593,NO,25/07/2013,Yes,-0.1448416 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,Yes,25/07/2013,NO,-0.149751 NO,NO,180311,530351,EMBANKMENT 
PLACE,51.50672,NO,25/07/2013,Yes,-0.1231922 NO,NO,181173,529769,Not 
Recorded,51.514595,Yes,25/07/2013,NO,-0.131252 NO,NO,179696,530140,SUBWAY 
PARLIAMENT STREET/PARLIAMENT SQUA,51.501236,NO,25/07/2013,Yes,-0.1264532
 NO,NO,180295,530405,VICTORIA EMBANKMENT,51.50656,NO,25/07/2013,Yes,-0.1224161
